id_hcn,site,CIN_SEQ,REASON_CO_OPENED_DESC,DATE_OPENED
3547c,g,b,j,2016-06-03
6757,h,g,h,2014-03-28
8535,b,e,h,2018-06-27
2477,g,e,f,2020-03-02
914c,h,a,j,2017-07-10
4390,b,f,f,2015-01-23
2437c,a,h,f,2017-12-11
4290,c,a,e,2011-02-20
472,f,c,f,2013-06-20
1348c,a,h,e,2014-06-11
14328c,f,j,e,2020-01-27
11393c,a,f,d,2017-06-08
14103c,d,h,g,2021-10-16
1325,b,f,b,2017-11-16
1394c,i,d,a,2021-07-10
3521,i,d,h,2013-11-02
2799c,h,a,b,2017-08-06
11203c,e,f,d,2011-02-09
10353c,b,e,f,2014-10-12
2025c,b,b,b,2016-06-06
6049c,a,h,h,2014-05-22
12448c,c,i,h,2015-12-12
3508,j,d,b,2017-11-09
9294c,h,h,a,2019-03-31
10762c,g,i,a,2017-08-10
9000c,d,b,a,2016-05-18
9036c,a,e,g,2017-11-19
11338c,d,h,a,2018-03-15
6940,f,c,h,2017-07-11
1151,c,g,d,2010-08-07
10825c,h,c,f,2012-06-04
12784c,c,g,c,2022-07-18
12384c,i,b,h,2021-11-21
9214c,d,i,f,2021-03-09
14340c,c,g,i,2017-08-22
3362c,a,a,a,2014-06-12
4689c,j,d,a,2011-10-26
14803c,f,h,d,2011-08-15
6746,f,f,i,2019-02-21
13931c,h,i,j,2022-07-25
5288,b,d,j,2020-10-02
2813c,g,e,e,2011-10-20
14108c,f,j,b,2015-07-31
1661,i,f,j,2016-06-14
3676c,d,i,c,2018-07-03
14736c,i,i,g,2019-02-05
5934c,g,e,c,2010-07-01
3361c,d,d,a,2018-05-04
3094,e,j,b,2017-06-10
349c,e,f,c,2021-06-10
14089c,e,i,i,2019-03-08
13312c,g,d,j,2010-05-23
8730,i,e,a,2017-01-09
1455c,j,i,h,2014-01-01
6411,j,h,d,2013-04-27
8525c,g,d,a,2014-02-03
5945c,i,j,c,2011-08-01
5965c,c,h,c,2018-02-15
6257c,h,e,i,2012-09-30
997c,f,d,g,2015-04-12
9440,h,a,h,2014-08-26
11789c,b,e,f,2020-08-20
5517,g,e,f,2019-06-05
7021c,c,h,c,2010-08-27
733c,d,h,e,2020-05-11
6938c,f,c,c,2011-05-28
270,e,c,h,2012-09-20
13666c,h,b,g,2016-09-14
2568,e,h,d,2016-12-15
8160c,i,g,h,2021-06-18
14765c,e,b,a,2017-03-15
369c,j,a,d,2021-11-23
3218,c,g,c,2012-08-13
8035c,g,c,h,2019-04-21
9387c,c,i,a,2011-06-25
1794,e,i,e,2022-06-28
9833c,c,c,e,2021-07-22
6399,f,g,g,2013-07-20
5665,j,g,f,2014-06-24
4066,c,b,a,2020-07-13
8766c,g,a,d,2010-08-31
6169c,c,h,b,2011-10-30
8245,b,a,g,2010-07-01
5068c,c,c,g,2010-07-19
12309c,i,i,j,2018-03-20
8193c,j,e,a,2015-04-02
3990,h,a,i,2012-12-21
2259c,h,g,g,2015-04-22
7491c,j,e,h,2018-04-10
2446c,j,a,e,2022-07-30
5768,e,b,h,2017-03-04
14037c,h,c,i,2020-04-25
3561c,b,a,i,2018-02-06
8364c,f,i,f,2013-12-11
2408c,c,c,f,2022-11-23
3717c,h,a,a,2020-02-05
1480c,f,f,g,2020-11-30
13051c,d,d,g,2012-04-28
12848c,c,j,h,2018-09-30
6318,g,i,g,2015-10-10
6227c,c,h,a,2013-12-24
10580c,d,a,e,2014-09-24
7602c,g,h,i,2014-04-24
4774,g,c,g,2010-12-26
2476,e,c,g,2011-01-29
14221c,a,j,d,2011-10-17
5276c,b,i,g,2016-09-29
11190c,i,a,g,2018-03-26
6479,f,f,i,2019-11-25
8004c,c,i,c,2013-03-07
4303,g,a,c,2018-07-28
10314c,b,g,j,2016-05-16
2844,g,d,b,2020-06-15
12990c,a,h,i,2013-04-23
8301,e,a,g,2014-09-28
6902c,c,b,b,2021-04-18
6538c,d,f,b,2014-02-13
4452c,f,d,c,2016-03-10
11749c,d,h,e,2022-05-26
9145c,a,a,i,2018-11-04
5306,c,i,c,2019-03-09
1920c,a,i,a,2012-09-23
13773c,j,a,h,2021-06-19
8186c,d,a,d,2021-07-05
6211,a,j,b,2019-04-15
7293,a,i,e,2017-01-24
13926c,j,a,i,2016-07-19
3645,g,f,b,2018-10-23
8790,d,c,e,2019-06-27
3971c,j,i,e,2019-12-28
12077c,d,c,f,2011-08-28
8626,h,h,d,2015-12-28
5347c,h,a,f,2013-08-22
13845c,h,g,h,2011-06-20
8847,h,j,j,2014-09-22
5089c,b,e,g,2010-06-13
6254,g,h,c,2013-10-11
8638,c,b,g,2018-04-23
14372c,c,e,f,2022-12-11
11329c,i,e,e,2013-07-31
7247c,d,f,c,2017-05-28
5951,i,f,g,2018-04-17
4632c,a,a,c,2021-09-14
1120,i,a,d,2020-04-25
2553c,j,i,b,2017-10-12
3078c,d,a,i,2021-05-03
6238,b,g,i,2021-12-20
3708,j,a,b,2014-07-30
10932c,j,h,h,2017-11-08
7943c,e,g,g,2019-02-15
4607c,j,a,h,2019-08-26
637c,h,g,g,2020-12-24
5694c,g,h,h,2016-12-12
1009c,f,c,h,2018-10-14
6333,f,j,a,2016-07-11
7484c,a,c,b,2011-06-21
10377c,f,e,d,2014-03-27
1597c,c,f,i,2019-08-15
4234c,b,a,e,2020-06-17
11944c,c,i,i,2015-02-03
2714,i,g,e,2017-12-16
13843c,f,h,h,2017-11-21
6803,h,c,a,2015-07-31
5218c,e,i,g,2016-05-27
14104c,a,a,e,2017-04-21
2344c,f,c,f,2017-02-07
8011,d,a,h,2010-03-20
9913,a,c,h,2015-07-01
9531,c,e,d,2012-11-29
12151c,g,a,j,2018-04-18
3139,e,e,b,2016-06-29
9117,g,e,a,2019-08-12
6212c,i,e,f,2014-01-07
311c,d,f,e,2015-03-07
4561,a,c,d,2010-06-10
14460c,g,e,c,2017-11-19
5213c,a,i,a,2013-05-03
8918,c,a,e,2012-10-04
930c,b,a,j,2021-05-22
5642c,c,f,i,2015-01-18
2349,d,e,e,2010-04-03
3827c,b,a,g,2010-01-07
4804,g,i,g,2014-06-08
10965c,b,a,c,2013-11-15
14486c,c,g,i,2014-04-16
6827,e,h,b,2017-07-05
14472c,j,h,h,2011-07-08
1066c,j,e,b,2022-02-02
10973c,j,b,j,2017-10-08
2905c,g,i,c,2022-09-13
6665c,c,f,a,2012-02-26
8947,c,f,c,2012-07-16
11577c,h,i,b,2011-04-08
2504c,g,c,a,2018-09-03
1806c,i,f,c,2019-07-28
3376,g,d,g,2010-09-24
2293c,b,f,f,2021-04-10
2721,d,j,c,2022-12-12
10612c,j,i,j,2010-09-28
13288c,c,i,g,2011-01-23
2621,e,f,b,2022-10-19
12289c,i,c,b,2015-10-27
2072,b,i,j,2012-12-06
14811c,e,h,c,2021-06-23
9773,d,j,h,2013-09-16
9950,e,d,b,2019-05-07
1935c,j,e,h,2019-12-25
9563c,f,b,i,2014-04-25
9444,f,a,f,2010-11-06
2891,g,f,j,2012-06-23
9715,a,f,e,2014-03-27
8273,j,f,c,2015-10-10
3614c,j,a,f,2011-03-09
4381,a,g,d,2012-01-21
9880c,d,e,h,2016-04-28
7215,f,j,i,2020-05-16
8113c,f,e,f,2010-12-21
7602,g,a,i,2019-12-07
11246c,i,a,g,2021-05-31
2771c,j,h,j,2022-10-05
5163,h,f,e,2018-07-26
4265,b,g,b,2015-06-12
7305c,d,b,d,2021-01-03
6729c,c,i,a,2013-08-03
6423,c,f,c,2020-12-09
6350c,e,a,e,2019-03-03
1480,a,i,c,2018-06-27
7647c,b,e,c,2017-10-04
2917c,d,b,c,2020-11-01
3627,d,h,a,2017-10-08
1340c,j,c,h,2022-12-18
12829c,g,e,c,2017-11-21
3395c,a,a,b,2010-07-18
4626c,a,d,f,2015-08-03
4319,g,h,b,2013-09-20
10857c,e,c,j,2010-06-07
7348,j,b,c,2017-08-22
14751c,a,g,f,2019-05-02
8448,g,c,a,2012-02-15
5582c,h,d,i,2019-11-30
1888,f,d,d,2013-02-02
302,c,b,e,2019-08-28
7080c,d,f,a,2018-05-08
3203,e,j,f,2019-01-23
8481c,a,f,i,2010-01-02
2467c,h,g,d,2010-01-09
7283,g,i,j,2016-10-23
2710,c,e,f,2019-05-25
4667,c,c,d,2018-06-03
672,i,g,g,2022-12-14
713,h,e,g,2012-06-07
6400c,g,a,i,2015-04-17
13706c,j,e,b,2012-06-14
4487,a,i,h,2010-05-26
2116c,d,b,c,2018-01-28
9611c,i,d,e,2021-09-08
3411c,c,b,i,2021-03-26
43c,c,e,a,2010-03-31
13239c,e,e,h,2014-02-26
5553,c,a,j,2013-07-28
971,g,h,b,2012-02-07
1401,e,h,h,2013-04-17
7296c,j,e,e,2019-08-08
3690,b,f,g,2017-03-18
4748c,j,c,h,2012-04-25
9020c,j,h,c,2015-01-30
11674c,c,h,f,2022-08-15
11425c,c,j,e,2014-10-17
379,h,e,e,2015-09-09
4253,g,h,j,2020-11-11
2884,c,c,j,2021-11-22
210c,c,c,a,2010-08-30
6750c,i,a,d,2012-05-27
4228c,d,e,d,2014-07-28
8280,g,g,g,2020-01-10
4000c,g,i,j,2021-05-22
9677,j,f,j,2014-12-28
6210c,a,i,d,2020-10-30
972c,e,e,i,2020-01-06
14886c,e,e,e,2016-05-28
4944c,c,a,g,2015-03-08
5157c,c,d,d,2012-05-31
6068c,c,h,b,2016-06-17
2414,j,a,j,2020-09-23
4698c,j,c,e,2016-10-03
5766c,c,g,j,2014-10-18
13141c,i,a,j,2018-10-29
4735c,b,c,b,2018-02-02
5237,e,g,g,2014-07-28
774,a,b,j,2021-03-30
9442c,h,j,f,2021-04-05
7651,b,g,c,2019-06-27
9467c,a,a,a,2013-02-17
14256c,h,f,e,2015-07-22
3884c,b,j,h,2019-12-21
10182c,e,h,h,2016-07-30
1985c,d,g,d,2021-06-07
669,f,d,j,2020-09-21
5243,e,d,i,2019-06-27
9666c,f,g,b,2012-05-07
6607,e,e,d,2019-03-06
1790c,j,i,e,2010-04-16
14402c,c,e,h,2019-12-20
3173c,f,i,a,2022-10-02
3210,j,f,c,2010-07-08
8681c,h,j,f,2015-06-05
8171,b,d,b,2019-11-25
6251,f,e,g,2015-12-06
5212c,g,a,f,2021-09-21
14487c,c,b,c,2018-10-01
10951c,g,e,e,2021-03-07
1394,a,d,c,2011-08-06
2559,c,g,h,2020-04-18
8860,e,d,j,2010-03-12
789,d,f,e,2010-12-20
5934,b,h,i,2021-05-20
424,f,f,a,2015-09-01
7189c,d,c,i,2012-09-06
5334,j,b,a,2018-03-13
4879,d,f,d,2018-04-30
5480,g,e,j,2017-10-31
1486c,f,f,i,2010-10-28
12624c,b,g,i,2016-08-08
4904c,e,e,h,2019-05-16
4367c,e,j,i,2021-12-11
2522,f,b,c,2015-11-22
8476c,b,i,i,2013-05-02
9426,g,e,j,2012-01-04
8334c,c,c,c,2013-04-23
5650c,g,f,d,2017-03-27
8491,b,b,a,2010-11-01
633,g,g,c,2012-04-15
6324c,d,a,h,2010-10-09
132,j,c,j,2022-12-29
3635c,b,f,d,2014-07-20
4775c,f,i,e,2020-11-25
314,i,f,a,2012-09-16
973c,d,i,h,2020-10-17
2839c,g,h,b,2011-10-24
5388c,e,d,c,2014-10-30
7227c,g,e,i,2020-10-22
9245c,h,i,f,2014-09-02
5959,e,c,i,2017-05-31
8293c,f,g,j,2013-03-04
2724c,i,g,j,2014-06-16
5182c,c,a,h,2018-07-12
6930,c,j,e,2010-11-13
12530c,i,e,i,2014-04-25
5033,b,i,c,2015-06-20
6336c,f,c,a,2011-10-04
1982c,i,i,c,2019-10-03
7740c,f,f,e,2014-05-09
11251c,h,f,g,2019-01-14
8582,i,h,j,2020-09-23
9297c,d,h,h,2021-07-18
9452,a,e,d,2021-06-09
11243c,h,b,h,2012-06-28
196,j,j,h,2021-05-08
6470,f,i,d,2014-06-17
12561c,e,e,i,2010-06-30
2819c,b,i,f,2022-04-01
1364c,d,b,b,2011-10-27
11120c,d,j,e,2021-02-28
10027c,i,i,h,2018-04-09
13817c,e,f,j,2018-12-02
8685c,d,d,i,2019-05-28
5820c,f,f,i,2010-01-29
1280c,i,a,i,2016-05-29
4597c,i,i,h,2014-12-28
1863,i,a,c,2012-07-22
12622c,a,a,d,2010-10-18
7791,a,i,h,2022-12-15
8077,f,b,c,2010-03-07
5111c,c,j,a,2020-09-05
6665,d,e,f,2016-10-13
4703c,h,d,a,2014-02-16
2408c,h,b,h,2021-10-03
548,i,b,e,2017-07-25
11689c,d,h,d,2021-07-21
7277c,d,h,c,2020-06-18
3299c,c,i,h,2011-11-23
670,h,d,d,2014-01-24
10678c,g,a,e,2022-07-25
3523,a,d,f,2016-08-20
5377,i,b,b,2018-09-13
11288c,h,f,b,2022-03-23
4271,a,j,c,2021-07-23
7882c,d,h,d,2019-03-13
13429c,g,h,d,2012-12-26
3986c,d,a,g,2019-10-04
5532,i,j,h,2016-01-12
5180c,g,b,d,2022-01-28
5117c,d,g,e,2015-12-07
4322,g,d,h,2017-03-25
1911,d,h,f,2010-11-29
436c,e,f,b,2017-04-06
13559c,e,a,b,2016-11-06
10971c,i,i,d,2011-01-17
2852c,e,b,e,2019-07-15
9594,g,b,g,2022-12-13
14549c,e,h,d,2021-10-24
9484,a,b,e,2021-01-28
5582c,a,b,d,2016-12-25
14465c,j,j,b,2019-09-07
5847c,e,a,i,2017-06-10
9184c,d,i,c,2015-04-10
5752c,j,c,a,2019-02-12
2207,a,h,b,2014-04-05
4063c,c,f,e,2015-08-26
14924c,g,g,e,2018-10-10
1608,i,j,f,2014-11-05
1661c,g,h,d,2014-02-09
4796,j,f,d,2014-02-22
5260,c,c,e,2017-01-29
3875,c,c,g,2011-06-22
244c,j,i,e,2013-01-11
4528,i,e,j,2019-02-04
5545,f,d,f,2011-06-02
3679c,e,d,j,2010-01-07
7276c,d,i,a,2012-12-03
9758c,d,e,h,2014-09-30
3679c,i,j,c,2019-09-02
8978,j,b,e,2016-12-12
7377,e,e,j,2013-01-25
1688c,h,j,g,2018-08-21
9146,h,h,d,2010-09-09
1883c,f,e,d,2012-07-29
5408c,h,b,a,2018-03-12
5795,h,c,c,2022-03-14
7514c,d,f,e,2012-12-22
25,h,f,g,2011-01-15
2564,c,a,g,2019-01-19
9330c,b,d,g,2015-07-24
5830c,h,h,i,2018-03-02
4659,e,b,c,2020-09-21
9917c,i,f,j,2020-08-30
6183c,j,e,g,2016-09-29
6147,d,g,h,2012-11-17
9437,a,d,a,2014-03-07
7811,a,c,i,2015-01-06
5248,b,h,d,2019-08-08
1544,f,a,i,2022-10-15
468c,c,b,e,2017-07-12
4249c,b,c,h,2019-10-26
4861c,h,c,a,2022-09-30
3469c,b,j,b,2021-12-21
11909c,b,b,c,2016-10-09
7738,h,b,b,2018-01-25
13583c,a,i,i,2010-05-05
8605,e,e,a,2013-07-01
6719c,h,g,c,2016-02-07
9850,i,c,b,2012-09-17
4046,a,h,e,2012-10-28
6989c,e,d,f,2011-07-20
7427c,a,c,a,2014-09-27
9007c,d,e,j,2020-04-12
11109c,e,h,c,2013-10-18
3008c,j,a,e,2019-12-03
8158,a,b,i,2014-01-15
9335,f,d,j,2011-07-19
8053c,j,j,h,2021-02-25
9435c,d,i,d,2011-02-07
7186,e,a,d,2016-07-11
6957c,f,f,a,2020-05-26
17c,g,a,h,2019-03-24
8293c,d,b,i,2018-06-23
8111c,c,c,h,2011-10-04
11916c,i,b,e,2010-02-26
5549,a,j,c,2010-01-23
4813c,f,g,c,2013-09-13
1853,g,b,h,2020-05-02
4749,b,f,e,2013-03-31
2959c,h,f,f,2018-05-20
5865c,e,h,a,2021-02-22
3943,h,f,j,2011-01-18
11094c,f,c,h,2020-10-18
6514,d,f,h,2016-10-01
4699,d,d,f,2020-01-05
7537,h,b,b,2016-01-24
235c,j,i,j,2015-05-29
2972,g,i,c,2011-07-06
6901c,a,f,h,2020-05-22
14921c,c,d,a,2017-08-16
8128,j,e,b,2014-08-04
4916c,f,d,j,2011-04-03
7238,a,h,c,2010-05-16
3736c,f,j,g,2018-11-28
7181,f,i,e,2014-10-06
3732,j,g,i,2017-07-13
8942c,i,e,c,2014-06-26
1949c,f,h,g,2011-04-29
7001c,g,c,a,2016-04-01
9505,i,h,a,2018-12-18
7582,a,d,c,2019-02-28
6687,a,d,j,2011-03-06
1654c,d,f,g,2011-08-26
8597,a,c,j,2019-02-25
6664,a,f,c,2011-09-06
2488,f,g,c,2019-03-21
2574c,c,i,h,2016-08-13
5056c,a,e,a,2020-05-11
349,e,d,g,2016-06-16
12853c,e,e,b,2012-11-25
1514c,f,f,d,2019-09-17
8798,d,a,h,2018-11-17
3356,c,i,e,2019-09-02
2972c,h,e,e,2014-12-30
10540c,h,f,a,2010-05-18
5842c,j,h,i,2011-03-01
6353,a,b,g,2019-06-18
12230c,j,d,a,2013-07-17
1902,g,d,d,2019-03-26
11301c,j,b,j,2017-05-29
11412c,e,j,g,2012-01-10
3500,b,e,e,2020-11-07
10051c,a,h,e,2011-08-09
184c,h,e,e,2010-10-02
10456c,e,i,f,2018-08-19
2928c,b,f,e,2020-01-11
3720c,f,i,f,2012-02-10
11636c,f,b,f,2020-06-18
81c,e,c,g,2016-09-23
9549c,d,d,b,2012-01-17
3914,i,e,c,2012-01-02
11077c,j,g,d,2017-05-26
7680,d,e,j,2010-04-10
1354,d,c,c,2013-06-01
8553c,j,f,g,2013-02-12
3014,d,a,a,2014-02-28
7849c,c,i,g,2022-03-30
12567c,g,g,b,2020-09-16
10366c,e,b,i,2014-07-07
5405,i,g,a,2014-01-11
1704,b,h,j,2011-07-21
6475,a,d,i,2013-08-16
13597c,f,b,a,2015-10-02
6950,h,i,h,2021-02-17
6923,d,g,f,2020-07-01
1331c,a,d,g,2014-03-05
7563c,e,d,i,2013-12-25
13651c,c,f,i,2016-02-14
8223c,f,h,d,2013-03-29
12644c,e,e,h,2016-12-13
5829,g,e,a,2012-09-19
483c,b,g,c,2018-06-16
8050c,h,i,b,2014-01-18
11835c,e,d,g,2017-08-31
7211,f,j,h,2016-04-21
6965c,f,d,c,2011-08-28
13309c,b,h,d,2015-12-04
2260,j,h,h,2022-01-10
2618,a,h,c,2017-04-10
7459c,d,d,f,2010-05-31
1666,h,e,a,2019-11-20
3291c,e,f,e,2020-04-11
4560c,f,j,i,2022-04-27
8550,b,a,g,2015-01-16
7107c,a,c,a,2017-02-25
9820c,c,f,a,2013-11-20
5396,e,e,a,2010-10-02
6398c,d,a,b,2021-12-10
636c,d,b,a,2016-03-15
10780c,d,j,h,2018-11-24
314c,h,h,d,2010-12-01
13410c,j,d,i,2013-11-10
9027,j,a,d,2010-02-19
5169c,d,a,i,2021-09-18
8245c,d,c,g,2021-04-04
10175c,f,f,j,2015-02-11
7839c,b,h,i,2014-03-24
1803c,a,a,h,2014-03-04
1896,g,f,a,2022-03-25
7794c,f,g,e,2015-12-10
971,i,a,f,2017-01-18
2609c,d,d,h,2021-01-15
6491,h,e,b,2012-02-11
14202c,b,c,i,2022-12-14
7984,j,i,j,2017-11-24
5052c,e,g,d,2016-09-03
2856c,f,b,i,2013-03-20
6604,e,b,b,2016-11-26
11965c,d,j,c,2019-01-08
4904c,c,e,h,2021-06-05
7649c,i,h,d,2016-08-30
10056c,c,a,h,2014-02-02
4857c,e,i,a,2010-01-18
9522,g,c,a,2021-08-06
5424c,a,b,d,2019-11-04
5481c,j,h,b,2011-06-24
5300,a,g,d,2016-05-22
5874c,j,j,d,2012-07-29
708,f,b,c,2015-12-05
4874,j,g,e,2017-10-20
4806c,e,g,g,2017-11-30
2951,b,c,c,2018-09-12
7870c,c,h,h,2011-03-13
5541c,a,i,a,2010-08-29
6956c,d,b,g,2021-11-29
6095,d,a,d,2012-12-15
8058c,f,a,f,2016-01-21
14561c,e,f,a,2018-02-26
11673c,f,c,c,2014-10-17
684c,a,a,e,2012-11-20
653c,i,j,h,2011-12-13
865,j,j,g,2021-06-29
309,c,d,f,2013-10-23
10981c,f,j,d,2015-08-04
6799,g,f,f,2017-04-04
92c,f,h,e,2014-11-16
11294c,d,g,c,2011-02-24
9500c,f,a,b,2019-11-20
279,e,c,a,2022-11-10
8830,h,b,i,2010-12-19
961c,i,j,a,2013-08-05
2582c,b,b,d,2018-02-19
5008,f,b,d,2011-04-02
3854c,e,c,i,2020-05-28
1008,c,d,d,2014-12-22
1681,b,d,g,2014-02-16
1158,h,a,c,2020-06-27
4008,e,g,g,2016-02-01
9144c,h,a,g,2010-10-07
5064,g,b,c,2016-04-09
12334c,i,g,i,2018-01-03
8314c,f,i,c,2011-11-17
9687,b,a,e,2016-04-28
8884,j,i,c,2018-11-24
6926c,g,d,i,2019-02-03
3591,e,b,a,2013-04-03
5712,b,d,a,2019-06-14
12720c,g,h,a,2012-07-08
4970,c,g,e,2010-09-17
5912,b,h,h,2017-09-01
14218c,e,a,a,2019-06-04
6600c,h,i,d,2022-10-13
3236c,i,j,i,2010-03-30
12937c,b,d,h,2017-04-24
7789c,i,d,a,2018-10-19
4695c,a,a,c,2017-03-04
2833c,h,f,a,2021-10-03
3620,g,b,h,2017-07-16
7387,i,h,a,2010-08-15
11306c,j,d,f,2012-12-14
6452,i,e,c,2022-04-13
74,h,c,a,2017-05-29
13585c,f,g,d,2012-12-28
428c,j,h,j,2022-11-10
1008c,j,g,i,2020-12-10
10291c,f,i,c,2018-04-30
12251c,f,b,i,2015-04-21
9762c,a,j,h,2015-07-21
14647c,i,h,b,2016-10-30
4515,j,c,i,2012-11-30
11314c,b,j,h,2010-03-11
4258c,g,g,j,2020-01-21
4132c,i,j,a,2021-02-01
2281,i,c,f,2022-10-12
3165c,j,e,g,2010-11-24
9120c,g,f,j,2020-02-12
11882c,b,h,g,2016-09-20
8997c,d,g,d,2013-12-08
1385c,c,j,b,2020-08-12
1969,i,f,i,2016-02-22
7325c,c,a,h,2012-01-28
11641c,a,f,d,2022-04-23
3971,i,f,b,2012-09-22
14558c,b,a,c,2022-05-24
4683c,j,a,a,2011-12-09
14539c,j,i,g,2011-07-03
2584,a,f,f,2018-11-25
629c,a,b,g,2017-11-28
9690c,g,c,j,2014-09-07
8518c,h,b,j,2020-08-27
2716c,g,i,e,2010-02-19
12704c,a,f,d,2020-12-25
9689c,e,b,c,2012-07-07
430,a,d,f,2015-05-24
4519,e,d,j,2016-09-14
7263,j,e,e,2013-02-13
9813c,b,a,e,2022-05-03
7488,h,h,a,2013-01-04
1534,c,f,e,2013-01-21
2951,b,h,e,2015-01-12
12185c,j,b,c,2011-08-01
517c,g,e,e,2013-04-17
8309c,a,a,e,2020-08-25
9325,g,d,a,2011-02-11
5002,i,f,i,2017-03-16
7910c,h,e,h,2021-04-12
6104,e,e,i,2021-05-12
5534c,i,d,h,2011-08-16
87,i,c,g,2011-08-28
9054,d,a,e,2017-08-14
3427c,h,e,b,2010-12-26
5021,d,h,f,2011-10-23
7939,d,e,b,2017-12-28
10464c,e,i,e,2022-02-22
11139c,g,b,a,2013-11-28
12127c,b,h,b,2019-10-18
7737,i,i,b,2018-03-10
12988c,c,a,a,2022-01-21
13116c,d,a,d,2015-12-22
3932,d,b,g,2013-05-27
3263,e,h,j,2010-09-20
11542c,e,j,b,2019-06-10
13260c,g,f,i,2016-01-19
7944c,b,i,h,2010-03-08
6929c,i,j,b,2019-08-05
1071c,h,g,b,2021-09-29
8859c,g,j,j,2012-02-16
718c,j,h,b,2017-11-14
9047c,i,g,g,2021-10-22
5885c,e,e,e,2010-01-01
11010c,a,h,b,2012-05-27
2151c,c,e,b,2014-08-12
3050,a,f,c,2015-09-11
3780,c,g,g,2020-06-17
7229c,b,c,j,2022-03-22
8721c,f,f,g,2021-03-02
6307c,d,i,i,2022-11-19
8487,b,f,e,2022-03-28
4773c,d,b,e,2012-05-09
6429c,j,c,j,2010-04-08
432c,i,h,j,2019-08-18
4482,f,g,f,2016-12-29
4220c,b,b,d,2018-02-12
7462,j,f,i,2021-11-12
4755,c,a,h,2015-10-11
10780c,f,g,a,2021-09-22
2501c,c,j,j,2011-03-27
6475c,c,h,d,2011-05-03
4652,j,h,b,2016-10-27
5951,e,h,d,2022-11-08
863c,e,d,d,2018-11-19
8341,g,b,g,2010-08-10
4068,g,i,d,2017-04-17
4488c,f,e,e,2014-11-06
9758,i,a,j,2010-11-16
11716c,j,h,g,2022-11-05
475c,b,a,i,2017-07-05
6236,c,j,b,2014-05-09
2972,a,g,a,2021-04-15
3055,h,c,h,2014-06-10
6133,j,c,h,2012-04-20
7086,g,h,a,2017-08-09
13549c,a,i,e,2019-09-30
4901,c,b,h,2012-06-11
14777c,j,f,a,2016-10-05
6894,g,a,e,2020-01-09
10036c,c,e,j,2020-09-19
5674,h,g,d,2012-01-13
2396c,d,g,a,2013-06-12
2158c,d,f,i,2015-02-02
6306,h,j,e,2021-06-03
4760c,c,d,d,2015-04-12
8510c,j,j,f,2011-06-06
6215,f,h,a,2018-02-14
2817c,e,e,g,2018-05-16
2687,g,c,j,2018-07-17
10692c,b,i,g,2014-11-11
8057,g,j,j,2022-06-08
1657c,i,g,e,2012-09-09
5402c,i,f,h,2020-08-13
10314c,h,i,h,2010-08-22
14510c,i,c,g,2021-08-24
2782,h,f,g,2017-01-03
14433c,h,g,d,2011-02-14
2540,g,g,g,2018-08-09
8932,a,c,c,2013-02-18
1735c,c,d,c,2015-01-13
7222c,g,h,i,2021-04-06
1995,j,a,g,2010-01-23
5191,e,i,g,2017-08-27
2719,d,e,h,2014-11-17
14006c,d,g,g,2019-09-08
8940,g,f,d,2021-02-20
1605,f,b,b,2016-04-21
4834c,g,f,f,2014-07-21
4823,i,a,c,2021-02-16
8212,g,b,j,2018-09-16
12898c,c,d,h,2021-10-30
4465,e,j,d,2017-11-05
8454,g,a,h,2016-07-07
7931c,f,b,d,2011-11-05
199,d,f,e,2011-07-09
13323c,b,e,e,2022-10-28
4533c,e,i,d,2012-04-09
3354,f,c,b,2015-12-14
4265,e,h,b,2018-06-06
3807c,d,e,h,2015-05-09
300c,h,i,i,2015-06-27
5896c,f,d,f,2011-12-25
3288,d,j,c,2022-06-12
8502c,f,g,j,2014-05-11
286c,j,h,b,2018-05-11
1824c,i,a,f,2014-10-24
4158,b,e,b,2010-10-16
1288c,j,b,a,2013-09-24
6554c,j,c,b,2021-02-12
13211c,j,g,c,2021-01-13
12809c,e,h,f,2016-03-03
5768c,j,a,g,2011-07-13
7789c,h,i,d,2021-02-07
13128c,a,d,e,2018-09-15
12742c,h,e,e,2016-08-22
614,h,a,c,2010-08-21
4699c,g,a,g,2022-08-14
7799c,g,e,f,2012-12-21
3557,f,c,g,2011-04-17
6447c,b,d,g,2017-02-16
4610c,f,j,b,2020-09-24
487c,d,e,d,2013-04-07
7243,j,e,g,2021-09-12
2339,h,a,c,2019-10-04
12818c,j,b,j,2010-08-17
11753c,b,i,e,2014-03-19
12921c,b,j,h,2020-01-15
4718c,b,i,h,2013-06-09
1006c,c,d,g,2010-05-04
11127c,d,i,g,2011-12-10
4660,a,b,e,2019-02-04
5626,g,g,b,2015-06-20
5648,c,g,e,2018-05-02
2805c,b,d,c,2011-05-28
12435c,j,f,b,2021-09-24
5656,i,h,d,2020-10-31
14156c,e,h,h,2010-12-16
5001c,f,b,f,2022-09-16
538c,a,g,j,2021-11-15
2405,c,j,h,2017-05-17
1559,b,d,c,2015-01-06
6358c,h,c,a,2016-05-20
9886c,h,e,c,2016-01-21
4759c,c,a,f,2010-05-26
7866c,h,e,i,2018-05-14
764,h,b,h,2013-09-25
10413c,g,i,e,2014-07-23
5594,f,a,c,2012-09-02
953,i,g,j,2012-11-19
11110c,h,e,j,2013-02-10
11905c,h,j,c,2012-03-04
3021c,i,d,d,2013-03-28
3256,f,i,g,2020-06-10
1353,e,d,b,2011-12-30
